path,pitch,yaw
HeadPose\Pointing04\personne13122-30+30.jpg,-30,+30
HeadPose\Pointing04\personne13123-30+45.jpg,-30,+45
HeadPose\Pointing04\personne13124-30+60.jpg,-30,+60
HeadPose\Pointing04\personne13125-30+75.jpg,-30,+75
HeadPose\Pointing04\personne13126-30+90.jpg,-30,+90
HeadPose\Pointing04\personne13127-15-90.jpg,-15,-90
HeadPose\Pointing04\personne13128-15-75.jpg,-15,-75
HeadPose\Pointing04\personne13129-15-60.jpg,-15,-60
HeadPose\Pointing04\personne13130-15-45.jpg,-15,-45
HeadPose\Pointing04\personne13131-15-30.jpg,-15,-30
HeadPose\Pointing04\personne13132-15-15.jpg,-15,-15
HeadPose\Pointing04\personne13133-15+0.jpg,-15,+0
HeadPose\Pointing04\personne13134-15+15.jpg,-15,+15
HeadPose\Pointing04\personne13135-15+30.jpg,-15,+30
HeadPose\Pointing04\personne13136-15+45.jpg,-15,+45
HeadPose\Pointing04\personne13137-15+60.jpg,-15,+60
HeadPose\Pointing04\personne13138-15+75.jpg,-15,+75
HeadPose\Pointing04\personne13139-15+90.jpg,-15,+90
HeadPose\Pointing04\personne13140+0-90.jpg,+0,-90
HeadPose\Pointing04\personne13141+0-75.jpg,+0,-75
HeadPose\Pointing04\personne13142+0-60.jpg,+0,-60
HeadPose\Pointing04\personne13143+0-45.jpg,+0,-45
HeadPose\Pointing04\personne13144+0-30.jpg,+0,-30
HeadPose\Pointing04\personne13145+0-15.jpg,+0,-15
HeadPose\Pointing04\personne13146+0+0.jpg,+0,+0
HeadPose\Pointing04\personne13147+0+15.jpg,+0,+15
HeadPose\Pointing04\personne13148+0+30.jpg,+0,+30
HeadPose\Pointing04\personne13149+0+45.jpg,+0,+45
HeadPose\Pointing04\personne13150+0+60.jpg,+0,+60
HeadPose\Pointing04\personne13151+0+75.jpg,+0,+75
HeadPose\Pointing04\personne13152+0+90.jpg,+0,+90
HeadPose\Pointing04\personne13153+15-90.jpg,+15,-90
HeadPose\Pointing04\personne13154+15-75.jpg,+15,-75
HeadPose\Pointing04\personne13155+15-60.jpg,+15,-60
HeadPose\Pointing04\personne13156+15-45.jpg,+15,-45
HeadPose\Pointing04\personne13157+15-30.jpg,+15,-30
HeadPose\Pointing04\personne13158+15-15.jpg,+15,-15
HeadPose\Pointing04\personne13159+15+0.jpg,+15,+0
HeadPose\Pointing04\personne13160+15+15.jpg,+15,+15
HeadPose\Pointing04\personne13161+15+30.jpg,+15,+30
HeadPose\Pointing04\personne13162+15+45.jpg,+15,+45
HeadPose\Pointing04\personne13163+15+60.jpg,+15,+60
HeadPose\Pointing04\personne13164+15+75.jpg,+15,+75
HeadPose\Pointing04\personne13165+15+90.jpg,+15,+90
HeadPose\Pointing04\personne13166+30-90.jpg,+30,-90
HeadPose\Pointing04\personne13167+30-75.jpg,+30,-75
HeadPose\Pointing04\personne13168+30-60.jpg,+30,-60
HeadPose\Pointing04\personne13169+30-45.jpg,+30,-45
HeadPose\Pointing04\personne13170+30-30.jpg,+30,-30
HeadPose\Pointing04\personne13171+30-15.jpg,+30,-15
HeadPose\Pointing04\personne13172+30+0.jpg,+30,+0
HeadPose\Pointing04\personne13173+30+15.jpg,+30,+15
HeadPose\Pointing04\personne13174+30+30.jpg,+30,+30
HeadPose\Pointing04\personne13175+30+45.jpg,+30,+45
HeadPose\Pointing04\personne13176+30+60.jpg,+30,+60
HeadPose\Pointing04\personne13177+30+75.jpg,+30,+75
HeadPose\Pointing04\personne13178+30+90.jpg,+30,+90
HeadPose\Pointing04\personne13179+60-90.jpg,+60,-90
HeadPose\Pointing04\personne13180+60-75.jpg,+60,-75
HeadPose\Pointing04\personne13181+60-60.jpg,+60,-60
HeadPose\Pointing04\personne13182+60-45.jpg,+60,-45
HeadPose\Pointing04\personne13183+60-30.jpg,+60,-30
HeadPose\Pointing04\personne13184+60-15.jpg,+60,-15
HeadPose\Pointing04\personne13185+60+0.jpg,+60,+0
HeadPose\Pointing04\personne13186+60+15.jpg,+60,+15
HeadPose\Pointing04\personne13187+60+30.jpg,+60,+30
HeadPose\Pointing04\personne13188+60+45.jpg,+60,+45
HeadPose\Pointing04\personne13189+60+60.jpg,+60,+60
HeadPose\Pointing04\personne13190+60+75.jpg,+60,+75
HeadPose\Pointing04\personne13191+60+90.jpg,+60,+90
HeadPose\Pointing04\personne13192+90+0.jpg,+90,+0
HeadPose\Pointing04\personne13200-90+0.jpg,-90,+0
HeadPose\Pointing04\personne13201-60-90.jpg,-60,-90
HeadPose\Pointing04\personne13202-60-75.jpg,-60,-75
HeadPose\Pointing04\personne13203-60-60.jpg,-60,-60
HeadPose\Pointing04\personne13204-60-45.jpg,-60,-45
HeadPose\Pointing04\personne13205-60-30.jpg,-60,-30
HeadPose\Pointing04\personne13206-60-15.jpg,-60,-15
HeadPose\Pointing04\personne13207-60+0.jpg,-60,+0
HeadPose\Pointing04\personne13208-60+15.jpg,-60,+15
HeadPose\Pointing04\personne13209-60+30.jpg,-60,+30
HeadPose\Pointing04\personne13210-60+45.jpg,-60,+45
HeadPose\Pointing04\personne13211-60+60.jpg,-60,+60
HeadPose\Pointing04\personne13212-60+75.jpg,-60,+75
HeadPose\Pointing04\personne13213-60+90.jpg,-60,+90
HeadPose\Pointing04\personne13214-30-90.jpg,-30,-90
HeadPose\Pointing04\personne13215-30-75.jpg,-30,-75
HeadPose\Pointing04\personne13216-30-60.jpg,-30,-60
HeadPose\Pointing04\personne13217-30-45.jpg,-30,-45
HeadPose\Pointing04\personne13218-30-30.jpg,-30,-30
HeadPose\Pointing04\personne13219-30-15.jpg,-30,-15
HeadPose\Pointing04\personne13220-30+0.jpg,-30,+0
HeadPose\Pointing04\personne13221-30+15.jpg,-30,+15
HeadPose\Pointing04\personne13222-30+30.jpg,-30,+30
HeadPose\Pointing04\personne13223-30+45.jpg,-30,+45
HeadPose\Pointing04\personne13224-30+60.jpg,-30,+60
HeadPose\Pointing04\personne13225-30+75.jpg,-30,+75
HeadPose\Pointing04\personne13226-30+90.jpg,-30,+90
HeadPose\Pointing04\personne13227-15-90.jpg,-15,-90
HeadPose\Pointing04\personne13228-15-75.jpg,-15,-75
HeadPose\Pointing04\personne13229-15-60.jpg,-15,-60
HeadPose\Pointing04\personne13230-15-45.jpg,-15,-45
HeadPose\Pointing04\personne13231-15-30.jpg,-15,-30
HeadPose\Pointing04\personne13232-15-15.jpg,-15,-15
HeadPose\Pointing04\personne13233-15+0.jpg,-15,+0
HeadPose\Pointing04\personne13234-15+15.jpg,-15,+15
HeadPose\Pointing04\personne13235-15+30.jpg,-15,+30
HeadPose\Pointing04\personne13236-15+45.jpg,-15,+45
HeadPose\Pointing04\personne13237-15+60.jpg,-15,+60
HeadPose\Pointing04\personne13238-15+75.jpg,-15,+75
HeadPose\Pointing04\personne13239-15+90.jpg,-15,+90
HeadPose\Pointing04\personne13240+0-90.jpg,+0,-90
HeadPose\Pointing04\personne13241+0-75.jpg,+0,-75
HeadPose\Pointing04\personne13242+0-60.jpg,+0,-60
HeadPose\Pointing04\personne13243+0-45.jpg,+0,-45
HeadPose\Pointing04\personne13244+0-30.jpg,+0,-30
HeadPose\Pointing04\personne13245+0-15.jpg,+0,-15
HeadPose\Pointing04\personne13246+0+0.jpg,+0,+0
HeadPose\Pointing04\personne13247+0+15.jpg,+0,+15
HeadPose\Pointing04\personne13248+0+30.jpg,+0,+30
HeadPose\Pointing04\personne13249+0+45.jpg,+0,+45
HeadPose\Pointing04\personne13250+0+60.jpg,+0,+60
HeadPose\Pointing04\personne13251+0+75.jpg,+0,+75
HeadPose\Pointing04\personne13252+0+90.jpg,+0,+90
HeadPose\Pointing04\personne13253+15-90.jpg,+15,-90
HeadPose\Pointing04\personne13254+15-75.jpg,+15,-75
HeadPose\Pointing04\personne13255+15-60.jpg,+15,-60
HeadPose\Pointing04\personne13256+15-45.jpg,+15,-45
HeadPose\Pointing04\personne13257+15-30.jpg,+15,-30
HeadPose\Pointing04\personne13258+15-15.jpg,+15,-15
HeadPose\Pointing04\personne13259+15+0.jpg,+15,+0
HeadPose\Pointing04\personne13260+15+15.jpg,+15,+15
HeadPose\Pointing04\personne13261+15+30.jpg,+15,+30
HeadPose\Pointing04\personne13262+15+45.jpg,+15,+45
HeadPose\Pointing04\personne13263+15+60.jpg,+15,+60
HeadPose\Pointing04\personne13264+15+75.jpg,+15,+75
HeadPose\Pointing04\personne13265+15+90.jpg,+15,+90
HeadPose\Pointing04\personne13266+30-90.jpg,+30,-90
HeadPose\Pointing04\personne13267+30-75.jpg,+30,-75
HeadPose\Pointing04\personne13268+30-60.jpg,+30,-60
HeadPose\Pointing04\personne13269+30-45.jpg,+30,-45
HeadPose\Pointing04\personne13270+30-30.jpg,+30,-30
HeadPose\Pointing04\personne13271+30-15.jpg,+30,-15
HeadPose\Pointing04\personne13272+30+0.jpg,+30,+0
HeadPose\Pointing04\personne13273+30+15.jpg,+30,+15
HeadPose\Pointing04\personne13274+30+30.jpg,+30,+30
HeadPose\Pointing04\personne13275+30+45.jpg,+30,+45
HeadPose\Pointing04\personne13276+30+60.jpg,+30,+60
HeadPose\Pointing04\personne13277+30+75.jpg,+30,+75
HeadPose\Pointing04\personne13278+30+90.jpg,+30,+90
HeadPose\Pointing04\personne13279+60-90.jpg,+60,-90
HeadPose\Pointing04\personne13280+60-75.jpg,+60,-75
HeadPose\Pointing04\personne13281+60-60.jpg,+60,-60
HeadPose\Pointing04\personne13282+60-45.jpg,+60,-45
HeadPose\Pointing04\personne13283+60-30.jpg,+60,-30
HeadPose\Pointing04\personne13284+60-15.jpg,+60,-15
HeadPose\Pointing04\personne13285+60+0.jpg,+60,+0
HeadPose\Pointing04\personne13286+60+15.jpg,+60,+15
HeadPose\Pointing04\personne13287+60+30.jpg,+60,+30
HeadPose\Pointing04\personne13288+60+45.jpg,+60,+45
HeadPose\Pointing04\personne13289+60+60.jpg,+60,+60
HeadPose\Pointing04\personne13290+60+75.jpg,+60,+75
HeadPose\Pointing04\personne13291+60+90.jpg,+60,+90
HeadPose\Pointing04\personne13292+90+0.jpg,+90,+0
HeadPose\Pointing04\personne14100-90+0.jpg,-90,+0
HeadPose\Pointing04\personne14101-60-90.jpg,-60,-90
HeadPose\Pointing04\personne14102-60-75.jpg,-60,-75
HeadPose\Pointing04\personne14103-60-60.jpg,-60,-60
HeadPose\Pointing04\personne14104-60-45.jpg,-60,-45
HeadPose\Pointing04\personne14105-60-30.jpg,-60,-30
HeadPose\Pointing04\personne14106-60-15.jpg,-60,-15
HeadPose\Pointing04\personne14107-60+0.jpg,-60,+0
HeadPose\Pointing04\personne14108-60+15.jpg,-60,+15
HeadPose\Pointing04\personne14109-60+30.jpg,-60,+30
HeadPose\Pointing04\personne14110-60+45.jpg,-60,+45
HeadPose\Pointing04\personne14111-60+60.jpg,-60,+60
HeadPose\Pointing04\personne14112-60+75.jpg,-60,+75
HeadPose\Pointing04\personne14113-60+90.jpg,-60,+90
HeadPose\Pointing04\personne14114-30-90.jpg,-30,-90
HeadPose\Pointing04\personne14115-30-75.jpg,-30,-75
HeadPose\Pointing04\personne14116-30-60.jpg,-30,-60
HeadPose\Pointing04\personne14117-30-45.jpg,-30,-45
HeadPose\Pointing04\personne14118-30-30.jpg,-30,-30
HeadPose\Pointing04\personne14119-30-15.jpg,-30,-15
HeadPose\Pointing04\personne14120-30+0.jpg,-30,+0
HeadPose\Pointing04\personne14121-30+15.jpg,-30,+15
HeadPose\Pointing04\personne14122-30+30.jpg,-30,+30
HeadPose\Pointing04\personne14123-30+45.jpg,-30,+45
HeadPose\Pointing04\personne14124-30+60.jpg,-30,+60
HeadPose\Pointing04\personne14125-30+75.jpg,-30,+75
HeadPose\Pointing04\personne14126-30+90.jpg,-30,+90
HeadPose\Pointing04\personne14127-15-90.jpg,-15,-90
HeadPose\Pointing04\personne14128-15-75.jpg,-15,-75
HeadPose\Pointing04\personne14129-15-60.jpg,-15,-60
HeadPose\Pointing04\personne14130-15-45.jpg,-15,-45
HeadPose\Pointing04\personne14131-15-30.jpg,-15,-30
HeadPose\Pointing04\personne14132-15-15.jpg,-15,-15
HeadPose\Pointing04\personne14133-15+0.jpg,-15,+0
HeadPose\Pointing04\personne14134-15+15.jpg,-15,+15
HeadPose\Pointing04\personne14135-15+30.jpg,-15,+30
HeadPose\Pointing04\personne14136-15+45.jpg,-15,+45
HeadPose\Pointing04\personne14137-15+60.jpg,-15,+60
HeadPose\Pointing04\personne14138-15+75.jpg,-15,+75
HeadPose\Pointing04\personne14139-15+90.jpg,-15,+90
HeadPose\Pointing04\personne14140+0-90.jpg,+0,-90
HeadPose\Pointing04\personne14141+0-75.jpg,+0,-75
HeadPose\Pointing04\personne14142+0-60.jpg,+0,-60
HeadPose\Pointing04\personne14143+0-45.jpg,+0,-45
HeadPose\Pointing04\personne14144+0-30.jpg,+0,-30
HeadPose\Pointing04\personne14145+0-15.jpg,+0,-15
HeadPose\Pointing04\personne14146+0+0.jpg,+0,+0
HeadPose\Pointing04\personne14147+0+15.jpg,+0,+15
HeadPose\Pointing04\personne14148+0+30.jpg,+0,+30
HeadPose\Pointing04\personne14149+0+45.jpg,+0,+45
HeadPose\Pointing04\personne14150+0+60.jpg,+0,+60
HeadPose\Pointing04\personne14151+0+75.jpg,+0,+75
HeadPose\Pointing04\personne14152+0+90.jpg,+0,+90
HeadPose\Pointing04\personne14153+15-90.jpg,+15,-90
HeadPose\Pointing04\personne14154+15-75.jpg,+15,-75
HeadPose\Pointing04\personne14155+15-60.jpg,+15,-60
HeadPose\Pointing04\personne14156+15-45.jpg,+15,-45
HeadPose\Pointing04\personne14157+15-30.jpg,+15,-30
HeadPose\Pointing04\personne14158+15-15.jpg,+15,-15
HeadPose\Pointing04\personne14159+15+0.jpg,+15,+0
HeadPose\Pointing04\personne14160+15+15.jpg,+15,+15
HeadPose\Pointing04\personne14161+15+30.jpg,+15,+30
HeadPose\Pointing04\personne14162+15+45.jpg,+15,+45
HeadPose\Pointing04\personne14163+15+60.jpg,+15,+60
HeadPose\Pointing04\personne14164+15+75.jpg,+15,+75
HeadPose\Pointing04\personne14165+15+90.jpg,+15,+90
HeadPose\Pointing04\personne14166+30-90.jpg,+30,-90
HeadPose\Pointing04\personne14167+30-75.jpg,+30,-75
HeadPose\Pointing04\personne14168+30-60.jpg,+30,-60
HeadPose\Pointing04\personne14169+30-45.jpg,+30,-45
HeadPose\Pointing04\personne14170+30-30.jpg,+30,-30
HeadPose\Pointing04\personne14171+30-15.jpg,+30,-15
HeadPose\Pointing04\personne14172+30+0.jpg,+30,+0
HeadPose\Pointing04\personne14173+30+15.jpg,+30,+15
HeadPose\Pointing04\personne14174+30+30.jpg,+30,+30
HeadPose\Pointing04\personne14175+30+45.jpg,+30,+45
HeadPose\Pointing04\personne14176+30+60.jpg,+30,+60
HeadPose\Pointing04\personne14177+30+75.jpg,+30,+75
HeadPose\Pointing04\personne14178+30+90.jpg,+30,+90
HeadPose\Pointing04\personne14179+60-90.jpg,+60,-90
HeadPose\Pointing04\personne14180+60-75.jpg,+60,-75
HeadPose\Pointing04\personne14181+60-60.jpg,+60,-60
HeadPose\Pointing04\personne14182+60-45.jpg,+60,-45
HeadPose\Pointing04\personne14183+60-30.jpg,+60,-30
HeadPose\Pointing04\personne14184+60-15.jpg,+60,-15
HeadPose\Pointing04\personne14185+60+0.jpg,+60,+0
HeadPose\Pointing04\personne14186+60+15.jpg,+60,+15
HeadPose\Pointing04\personne14187+60+30.jpg,+60,+30
HeadPose\Pointing04\personne14188+60+45.jpg,+60,+45
HeadPose\Pointing04\personne14189+60+60.jpg,+60,+60
HeadPose\Pointing04\personne14190+60+75.jpg,+60,+75
HeadPose\Pointing04\personne14191+60+90.jpg,+60,+90
HeadPose\Pointing04\personne14192+90+0.jpg,+90,+0
HeadPose\Pointing04\personne14200-90+0.jpg,-90,+0
HeadPose\Pointing04\personne14201-60-90.jpg,-60,-90
HeadPose\Pointing04\personne14202-60-75.jpg,-60,-75
HeadPose\Pointing04\personne14203-60-60.jpg,-60,-60
HeadPose\Pointing04\personne14204-60-45.jpg,-60,-45
HeadPose\Pointing04\personne14205-60-30.jpg,-60,-30
HeadPose\Pointing04\personne14206-60-15.jpg,-60,-15
HeadPose\Pointing04\personne14207-60+0.jpg,-60,+0
HeadPose\Pointing04\personne14208-60+15.jpg,-60,+15
HeadPose\Pointing04\personne14209-60+30.jpg,-60,+30
HeadPose\Pointing04\personne14210-60+45.jpg,-60,+45
HeadPose\Pointing04\personne14211-60+60.jpg,-60,+60
HeadPose\Pointing04\personne14212-60+75.jpg,-60,+75
HeadPose\Pointing04\personne14213-60+90.jpg,-60,+90
HeadPose\Pointing04\personne14214-30-90.jpg,-30,-90
HeadPose\Pointing04\personne14215-30-75.jpg,-30,-75
HeadPose\Pointing04\personne14216-30-60.jpg,-30,-60
HeadPose\Pointing04\personne14217-30-45.jpg,-30,-45
HeadPose\Pointing04\personne14218-30-30.jpg,-30,-30
HeadPose\Pointing04\personne14219-30-15.jpg,-30,-15
HeadPose\Pointing04\personne14220-30+0.jpg,-30,+0
HeadPose\Pointing04\personne14221-30+15.jpg,-30,+15
HeadPose\Pointing04\personne14222-30+30.jpg,-30,+30
HeadPose\Pointing04\personne14223-30+45.jpg,-30,+45
HeadPose\Pointing04\personne14224-30+60.jpg,-30,+60
HeadPose\Pointing04\personne14225-30+75.jpg,-30,+75
HeadPose\Pointing04\personne14226-30+90.jpg,-30,+90
HeadPose\Pointing04\personne14227-15-90.jpg,-15,-90
HeadPose\Pointing04\personne14228-15-75.jpg,-15,-75
HeadPose\Pointing04\personne14229-15-60.jpg,-15,-60
HeadPose\Pointing04\personne14230-15-45.jpg,-15,-45
HeadPose\Pointing04\personne14231-15-30.jpg,-15,-30
HeadPose\Pointing04\personne14232-15-15.jpg,-15,-15
HeadPose\Pointing04\personne14233-15+0.jpg,-15,+0
HeadPose\Pointing04\personne14234-15+15.jpg,-15,+15
HeadPose\Pointing04\personne14235-15+30.jpg,-15,+30
HeadPose\Pointing04\personne14236-15+45.jpg,-15,+45
HeadPose\Pointing04\personne14237-15+60.jpg,-15,+60
HeadPose\Pointing04\personne14238-15+75.jpg,-15,+75
HeadPose\Pointing04\personne14239-15+90.jpg,-15,+90
HeadPose\Pointing04\personne14240+0-90.jpg,+0,-90
HeadPose\Pointing04\personne14241+0-75.jpg,+0,-75
HeadPose\Pointing04\personne14242+0-60.jpg,+0,-60
HeadPose\Pointing04\personne14243+0-45.jpg,+0,-45
HeadPose\Pointing04\personne14244+0-30.jpg,+0,-30
HeadPose\Pointing04\personne14245+0-15.jpg,+0,-15
HeadPose\Pointing04\personne14246+0+0.jpg,+0,+0
HeadPose\Pointing04\personne14247+0+15.jpg,+0,+15
HeadPose\Pointing04\personne14248+0+30.jpg,+0,+30
HeadPose\Pointing04\personne14249+0+45.jpg,+0,+45
HeadPose\Pointing04\personne14250+0+60.jpg,+0,+60
HeadPose\Pointing04\personne14251+0+75.jpg,+0,+75
HeadPose\Pointing04\personne14252+0+90.jpg,+0,+90
HeadPose\Pointing04\personne14253+15-90.jpg,+15,-90
HeadPose\Pointing04\personne14254+15-75.jpg,+15,-75
HeadPose\Pointing04\personne14255+15-60.jpg,+15,-60
HeadPose\Pointing04\personne14256+15-45.jpg,+15,-45
HeadPose\Pointing04\personne14257+15-30.jpg,+15,-30
HeadPose\Pointing04\personne14258+15-15.jpg,+15,-15
HeadPose\Pointing04\personne14259+15+0.jpg,+15,+0
HeadPose\Pointing04\personne14260+15+15.jpg,+15,+15
HeadPose\Pointing04\personne14261+15+30.jpg,+15,+30
HeadPose\Pointing04\personne14262+15+45.jpg,+15,+45
HeadPose\Pointing04\personne14263+15+60.jpg,+15,+60
HeadPose\Pointing04\personne14264+15+75.jpg,+15,+75
HeadPose\Pointing04\personne14265+15+90.jpg,+15,+90
HeadPose\Pointing04\personne14266+30-90.jpg,+30,-90
HeadPose\Pointing04\personne14267+30-75.jpg,+30,-75
HeadPose\Pointing04\personne14268+30-60.jpg,+30,-60
HeadPose\Pointing04\personne14269+30-45.jpg,+30,-45
HeadPose\Pointing04\personne14270+30-30.jpg,+30,-30
HeadPose\Pointing04\personne14271+30-15.jpg,+30,-15
HeadPose\Pointing04\personne14272+30+0.jpg,+30,+0
HeadPose\Pointing04\personne14273+30+15.jpg,+30,+15
HeadPose\Pointing04\personne14274+30+30.jpg,+30,+30
HeadPose\Pointing04\personne14275+30+45.jpg,+30,+45
HeadPose\Pointing04\personne14276+30+60.jpg,+30,+60
HeadPose\Pointing04\personne14277+30+75.jpg,+30,+75
HeadPose\Pointing04\personne14278+30+90.jpg,+30,+90
HeadPose\Pointing04\personne14279+60-90.jpg,+60,-90
HeadPose\Pointing04\personne14280+60-75.jpg,+60,-75
HeadPose\Pointing04\personne14281+60-60.jpg,+60,-60
HeadPose\Pointing04\personne14282+60-45.jpg,+60,-45
HeadPose\Pointing04\personne14283+60-30.jpg,+60,-30
HeadPose\Pointing04\personne14284+60-15.jpg,+60,-15
HeadPose\Pointing04\personne14285+60+0.jpg,+60,+0
HeadPose\Pointing04\personne14286+60+15.jpg,+60,+15
HeadPose\Pointing04\personne14287+60+30.jpg,+60,+30
HeadPose\Pointing04\personne14288+60+45.jpg,+60,+45
HeadPose\Pointing04\personne14289+60+60.jpg,+60,+60
HeadPose\Pointing04\personne14290+60+75.jpg,+60,+75
HeadPose\Pointing04\personne14291+60+90.jpg,+60,+90
HeadPose\Pointing04\personne14292+90+0.jpg,+90,+0
HeadPose\Pointing04\personne15100-90+0.jpg,-90,+0
HeadPose\Pointing04\personne15101-60-90.jpg,-60,-90
HeadPose\Pointing04\personne15102-60-75.jpg,-60,-75
HeadPose\Pointing04\personne15103-60-60.jpg,-60,-60
HeadPose\Pointing04\personne15104-60-45.jpg,-60,-45
HeadPose\Pointing04\personne15105-60-30.jpg,-60,-30
HeadPose\Pointing04\personne15106-60-15.jpg,-60,-15
HeadPose\Pointing04\personne15107-60+0.jpg,-60,+0
HeadPose\Pointing04\personne15108-60+15.jpg,-60,+15
HeadPose\Pointing04\personne15109-60+30.jpg,-60,+30
HeadPose\Pointing04\personne15110-60+45.jpg,-60,+45
HeadPose\Pointing04\personne15111-60+60.jpg,-60,+60
HeadPose\Pointing04\personne15112-60+75.jpg,-60,+75
HeadPose\Pointing04\personne15113-60+90.jpg,-60,+90
HeadPose\Pointing04\personne15114-30-90.jpg,-30,-90
HeadPose\Pointing04\personne15115-30-75.jpg,-30,-75
HeadPose\Pointing04\personne15116-30-60.jpg,-30,-60
HeadPose\Pointing04\personne15117-30-45.jpg,-30,-45
HeadPose\Pointing04\personne15118-30-30.jpg,-30,-30
HeadPose\Pointing04\personne15119-30-15.jpg,-30,-15
HeadPose\Pointing04\personne15120-30+0.jpg,-30,+0
HeadPose\Pointing04\personne15121-30+15.jpg,-30,+15
HeadPose\Pointing04\personne15122-30+30.jpg,-30,+30
HeadPose\Pointing04\personne15123-30+45.jpg,-30,+45
HeadPose\Pointing04\personne15124-30+60.jpg,-30,+60
HeadPose\Pointing04\personne15125-30+75.jpg,-30,+75
HeadPose\Pointing04\personne15126-30+90.jpg,-30,+90
HeadPose\Pointing04\personne15127-15-90.jpg,-15,-90
HeadPose\Pointing04\personne15128-15-75.jpg,-15,-75
HeadPose\Pointing04\personne15129-15-60.jpg,-15,-60
HeadPose\Pointing04\personne15130-15-45.jpg,-15,-45
HeadPose\Pointing04\personne15131-15-30.jpg,-15,-30
HeadPose\Pointing04\personne15132-15-15.jpg,-15,-15
HeadPose\Pointing04\personne15133-15+0.jpg,-15,+0
HeadPose\Pointing04\personne15134-15+15.jpg,-15,+15
HeadPose\Pointing04\personne15135-15+30.jpg,-15,+30
HeadPose\Pointing04\personne15136-15+45.jpg,-15,+45
HeadPose\Pointing04\personne15137-15+60.jpg,-15,+60
HeadPose\Pointing04\personne15138-15+75.jpg,-15,+75
HeadPose\Pointing04\personne15139-15+90.jpg,-15,+90
HeadPose\Pointing04\personne15140+0-90.jpg,+0,-90
HeadPose\Pointing04\personne15141+0-75.jpg,+0,-75
HeadPose\Pointing04\personne15142+0-60.jpg,+0,-60
HeadPose\Pointing04\personne15143+0-45.jpg,+0,-45
HeadPose\Pointing04\personne15144+0-30.jpg,+0,-30
HeadPose\Pointing04\personne15145+0-15.jpg,+0,-15
HeadPose\Pointing04\personne15146+0+0.jpg,+0,+0
HeadPose\Pointing04\personne15147+0+15.jpg,+0,+15
HeadPose\Pointing04\personne15148+0+30.jpg,+0,+30
HeadPose\Pointing04\personne15149+0+45.jpg,+0,+45
HeadPose\Pointing04\personne15150+0+60.jpg,+0,+60
HeadPose\Pointing04\personne15151+0+75.jpg,+0,+75
HeadPose\Pointing04\personne15152+0+90.jpg,+0,+90
HeadPose\Pointing04\personne15153+15-90.jpg,+15,-90
HeadPose\Pointing04\personne15154+15-75.jpg,+15,-75
HeadPose\Pointing04\personne15155+15-60.jpg,+15,-60
HeadPose\Pointing04\personne15156+15-45.jpg,+15,-45
HeadPose\Pointing04\personne15157+15-30.jpg,+15,-30
HeadPose\Pointing04\personne15158+15-15.jpg,+15,-15
HeadPose\Pointing04\personne15159+15+0.jpg,+15,+0
HeadPose\Pointing04\personne15160+15+15.jpg,+15,+15
HeadPose\Pointing04\personne15161+15+30.jpg,+15,+30
HeadPose\Pointing04\personne15162+15+45.jpg,+15,+45
HeadPose\Pointing04\personne15163+15+60.jpg,+15,+60
HeadPose\Pointing04\personne15164+15+75.jpg,+15,+75
HeadPose\Pointing04\personne15165+15+90.jpg,+15,+90
HeadPose\Pointing04\personne15166+30-90.jpg,+30,-90
HeadPose\Pointing04\personne15167+30-75.jpg,+30,-75
HeadPose\Pointing04\personne15168+30-60.jpg,+30,-60
HeadPose\Pointing04\personne15169+30-45.jpg,+30,-45
HeadPose\Pointing04\personne15170+30-30.jpg,+30,-30
HeadPose\Pointing04\personne15171+30-15.jpg,+30,-15
HeadPose\Pointing04\personne15172+30+0.jpg,+30,+0
HeadPose\Pointing04\personne15173+30+15.jpg,+30,+15
HeadPose\Pointing04\personne15174+30+30.jpg,+30,+30
HeadPose\Pointing04\personne15175+30+45.jpg,+30,+45
HeadPose\Pointing04\personne15176+30+60.jpg,+30,+60
HeadPose\Pointing04\personne15177+30+75.jpg,+30,+75
HeadPose\Pointing04\personne15178+30+90.jpg,+30,+90
HeadPose\Pointing04\personne15179+60-90.jpg,+60,-90
HeadPose\Pointing04\personne15180+60-75.jpg,+60,-75
HeadPose\Pointing04\personne15181+60-60.jpg,+60,-60
HeadPose\Pointing04\personne15182+60-45.jpg,+60,-45
HeadPose\Pointing04\personne15183+60-30.jpg,+60,-30
HeadPose\Pointing04\personne15184+60-15.jpg,+60,-15
HeadPose\Pointing04\personne15185+60+0.jpg,+60,+0
HeadPose\Pointing04\personne15186+60+15.jpg,+60,+15
HeadPose\Pointing04\personne15187+60+30.jpg,+60,+30
HeadPose\Pointing04\personne15188+60+45.jpg,+60,+45
HeadPose\Pointing04\personne15189+60+60.jpg,+60,+60
HeadPose\Pointing04\personne15190+60+75.jpg,+60,+75
HeadPose\Pointing04\personne15191+60+90.jpg,+60,+90
HeadPose\Pointing04\personne15192+90+0.jpg,+90,+0
HeadPose\Pointing04\personne15200-90+0.jpg,-90,+0
HeadPose\Pointing04\personne15201-60-90.jpg,-60,-90
HeadPose\Pointing04\personne15202-60-75.jpg,-60,-75
HeadPose\Pointing04\personne15203-60-60.jpg,-60,-60
HeadPose\Pointing04\personne15204-60-45.jpg,-60,-45
HeadPose\Pointing04\personne15205-60-30.jpg,-60,-30
HeadPose\Pointing04\personne15206-60-15.jpg,-60,-15
HeadPose\Pointing04\personne15207-60+0.jpg,-60,+0
